type,simulationRun,max,mean,p95,p99,n_above,first_win,first_sample,max_consec,n_windows
normal,151,0.6804857850074768,0.6284544467926025,0.6685319542884827,0.6732633709907532,0,-1,-1,0,89
normal,173,0.6757676601409912,0.6434310674667358,0.6658833622932434,0.6729072332382202,0,-1,-1,0,89
normal,175,0.7248939275741577,0.6336221694946289,0.6976546049118042,0.7187564969062805,10,50,250,9,89
normal,177,0.7164312601089478,0.6056084632873535,0.6658726334571838,0.6909041404724121,2,85,425,1,89
normal,184,0.666519284248352,0.6151712536811829,0.6549645066261292,0.6640293002128601,0,-1,-1,0,89
normal,186,0.6960803270339966,0.6295655965805054,0.6794741153717041,0.6928219795227051,3,60,300,2,89
normal,194,0.6718918681144714,0.6070743203163147,0.6569116115570068,0.6685345768928528,0,-1,-1,0,89
normal,195,0.6793346405029297,0.6270578503608704,0.666084885597229,0.67514568567276,0,-1,-1,0,89
normal,215,0.670265793800354,0.612598180770874,0.6447165012359619,0.659508228302002,0,-1,-1,0,89
normal,217,0.687621533870697,0.6144159436225891,0.6783146858215332,0.6860347390174866,1,71,355,1,89
normal,230,0.696901261806488,0.6257205605506897,0.6680604219436646,0.6888384819030762,2,37,185,2,89
normal,236,0.6930984258651733,0.6165179014205933,0.6587087512016296,0.6825349926948547,1,88,440,1,89
normal,259,0.6567007303237915,0.6156666278839111,0.6444137096405029,0.6534462571144104,0,-1,-1,0,89
normal,275,0.6795847415924072,0.6188418865203857,0.6599257588386536,0.6756702661514282,0,-1,-1,0,89
normal,280,0.6916338205337524,0.6203823089599609,0.6754499673843384,0.6907200217247009,2,30,150,1,89
normal,283,0.6852384209632874,0.6229875683784485,0.6646382808685303,0.6747093796730042,0,-1,-1,0,89
normal,288,0.6730549335479736,0.6205591559410095,0.6615534424781799,0.6704877018928528,0,-1,-1,0,89
normal,296,0.6976625919342041,0.6239673495292664,0.6736592054367065,0.6844739317893982,1,28,140,1,89
normal,302,0.6719624996185303,0.5991091728210449,0.6681323051452637,0.6709547638893127,0,-1,-1,0,89
normal,303,0.6847800612449646,0.6191415190696716,0.6683943867683411,0.6823145747184753,0,-1,-1,0,89
normal,309,0.6740627884864807,0.6263992190361023,0.6611647009849548,0.6725660562515259,0,-1,-1,0,89
normal,310,0.6994885206222534,0.6159113645553589,0.6769264936447144,0.6994454860687256,3,1,5,2,89
normal,317,0.6646668910980225,0.6066766977310181,0.6495718359947205,0.6636602282524109,0,-1,-1,0,89
normal,322,0.6600066423416138,0.6185311675071716,0.6564332842826843,0.658638060092926,0,-1,-1,0,89
normal,328,0.6732181310653687,0.6191874742507935,0.6544800996780396,0.6731324195861816,0,-1,-1,0,89
normal,333,0.6991671919822693,0.6189751625061035,0.6719274520874023,0.6893901824951172,2,9,45,2,89
normal,347,0.6574768424034119,0.6226105690002441,0.6537410616874695,0.6570644378662109,0,-1,-1,0,89
normal,358,0.6705459356307983,0.6050887107849121,0.6546314358711243,0.6690753102302551,0,-1,-1,0,89
normal,360,0.6927360892295837,0.6195703744888306,0.6536240577697754,0.6923024654388428,2,70,350,2,89
normal,367,0.7011153697967529,0.6354024410247803,0.6763960123062134,0.6858048439025879,1,11,55,1,89
normal,374,0.6844517588615417,0.6280214786529541,0.6697695255279541,0.6815282106399536,0,-1,-1,0,89
normal,378,0.6667273640632629,0.6160652041435242,0.6536062359809875,0.656773030757904,0,-1,-1,0,89
normal,380,0.7031757831573486,0.6287552714347839,0.6874255537986755,0.6979065537452698,5,59,295,2,89
normal,389,0.7046034932136536,0.6462796926498413,0.6934987306594849,0.7010180354118347,7,9,45,5,89
normal,391,0.6825982332229614,0.6202535033226013,0.6621421575546265,0.6774863600730896,0,-1,-1,0,89
normal,413,0.6756147146224976,0.6337479948997498,0.6690102815628052,0.6751747727394104,0,-1,-1,0,89
normal,414,0.6705923080444336,0.6142808794975281,0.6612570285797119,0.6682814359664917,0,-1,-1,0,89
normal,415,0.6915332078933716,0.6243936419487,0.6763941645622253,0.6914978623390198,2,3,15,2,89
normal,425,0.6828479170799255,0.6258327960968018,0.6707262992858887,0.6774620413780212,0,-1,-1,0,89
normal,434,0.680456280708313,0.6192871928215027,0.6633550524711609,0.6749350428581238,0,-1,-1,0,89
normal,446,0.6905144453048706,0.6114351749420166,0.6616770029067993,0.6864225268363953,1,88,440,1,89
normal,457,0.6836950778961182,0.6177290678024292,0.6652339696884155,0.6817139387130737,0,-1,-1,0,89
normal,465,0.6757723689079285,0.6236504316329956,0.6728590726852417,0.674231231212616,0,-1,-1,0,89
normal,481,0.7251477837562561,0.6385967135429382,0.7048137784004211,0.7235355377197266,14,13,65,6,89
normal,484,0.6841857433319092,0.6249901652336121,0.6707865595817566,0.6816772222518921,0,-1,-1,0,89
normal,487,0.6902716755867004,0.6167040467262268,0.67570561170578,0.6852430701255798,1,12,60,1,89
normal,491,0.6561583280563354,0.6137397885322571,0.6511384844779968,0.6553122997283936,0,-1,-1,0,89
normal,497,0.7027924656867981,0.6344696879386902,0.6787484884262085,0.7018380761146545,3,12,60,3,89
fault15,1,0.6682370901107788,0.6078519225120544,0.6582430601119995,0.6648976802825928,0,-1,-1,0,89
fault15,2,0.6894428730010986,0.6182160973548889,0.6724928021430969,0.6861128211021423,1,69,345,1,89
fault15,3,0.6841201186180115,0.6213736534118652,0.6765024662017822,0.6833522319793701,0,-1,-1,0,89
fault15,4,0.6760889291763306,0.6249062418937683,0.6625213027000427,0.6713343858718872,0,-1,-1,0,89
fault15,5,0.6935510635375977,0.6289093494415283,0.6815809607505798,0.6929163336753845,4,8,40,3,89
fault15,6,0.6951979994773865,0.625705361366272,0.6750683784484863,0.6857621669769287,1,46,230,1,89
fault15,7,0.697391927242279,0.6228281259536743,0.6853771805763245,0.6972677111625671,3,75,375,2,89
fault15,8,0.6698748469352722,0.6270154118537903,0.6578271389007568,0.6692906618118286,0,-1,-1,0,89
fault15,9,0.716230034828186,0.6308826208114624,0.6814811825752258,0.7152725458145142,4,38,190,4,89
fault15,10,0.724891722202301,0.6283416152000427,0.6993665099143982,0.7248294353485107,7,7,35,7,89
fault15,11,0.6629405617713928,0.6251835227012634,0.6531696319580078,0.6627137660980225,0,-1,-1,0,89
fault15,12,0.682232141494751,0.6223188042640686,0.6706144213676453,0.6821556091308594,0,-1,-1,0,89
fault15,13,0.68085777759552,0.6137181520462036,0.6563345789909363,0.6749634146690369,0,-1,-1,0,89
fault15,14,0.6771904826164246,0.6272338032722473,0.6663610339164734,0.6762263774871826,0,-1,-1,0,89
fault15,15,0.7110729813575745,0.6403188705444336,0.6873283982276917,0.700890302658081,5,26,130,3,89
fault15,16,0.6793258190155029,0.6094890832901001,0.6663548946380615,0.6782411932945251,0,-1,-1,0,89
fault15,17,0.6544023752212524,0.6073028445243835,0.6377806663513184,0.648087739944458,0,-1,-1,0,89
fault15,18,0.7274253368377686,0.6297321319580078,0.7118820548057556,0.7268611192703247,21,7,35,17,89
fault15,19,0.6729358434677124,0.6129285097122192,0.661208987236023,0.668502151966095,0,-1,-1,0,89
fault15,20,0.6733776330947876,0.6070795655250549,0.6449458599090576,0.6688741445541382,0,-1,-1,0,89
fault15,21,0.6573498249053955,0.6096689701080322,0.6427674889564514,0.6513193845748901,0,-1,-1,0,89
fault15,22,0.6906340718269348,0.6297253370285034,0.669221043586731,0.6850125789642334,1,50,250,1,89
fault15,23,0.6756761074066162,0.6213503479957581,0.6699996590614319,0.6737937927246094,0,-1,-1,0,89
fault15,24,0.7149027585983276,0.6440981030464172,0.693748414516449,0.7134768962860107,10,16,80,4,89
fault15,25,0.6646216511726379,0.6022788286209106,0.6460144519805908,0.6612069010734558,0,-1,-1,0,89
fault15,26,0.661936342716217,0.6177710890769958,0.6484495401382446,0.656652569770813,0,-1,-1,0,89
fault15,27,0.699358344078064,0.632892906665802,0.6882786750793457,0.694333553314209,5,77,385,3,89
fault15,28,0.6887487769126892,0.6174319982528687,0.6567353010177612,0.6750026345252991,1,61,305,1,89
fault15,29,0.6598080992698669,0.6182878613471985,0.6558962464332581,0.659341037273407,0,-1,-1,0,89
fault15,30,0.6591859459877014,0.618550181388855,0.6542197465896606,0.6589463949203491,0,-1,-1,0,89
fault15,31,0.6953119039535522,0.6208322644233704,0.6879702210426331,0.6952734589576721,5,13,65,2,89
fault15,32,0.6451511383056641,0.6120293140411377,0.6411474347114563,0.6430286765098572,0,-1,-1,0,89
fault15,33,0.664242684841156,0.6088876724243164,0.6519596576690674,0.6599742770195007,0,-1,-1,0,89
fault15,34,0.6780162453651428,0.61501145362854,0.6573243737220764,0.6749449372291565,0,-1,-1,0,89
fault15,35,0.7010878920555115,0.6226305365562439,0.6844503879547119,0.69569331407547,3,77,385,2,89
fault15,36,0.6810373067855835,0.6135861873626709,0.6634509563446045,0.6721221208572388,0,-1,-1,0,89
fault15,37,0.6632916927337646,0.6190783381462097,0.6532338857650757,0.660642147064209,0,-1,-1,0,89
fault15,38,0.6850575804710388,0.6266316771507263,0.6811177134513855,0.6847124099731445,0,-1,-1,0,89
fault15,39,0.6904782652854919,0.6187262535095215,0.6596840023994446,0.6773935556411743,1,22,110,1,89
fault15,40,0.7031952738761902,0.6197242140769958,0.6673181056976318,0.6931296586990356,2,84,420,1,89
fault15,41,0.6979790329933167,0.6214084029197693,0.6780063509941101,0.6890079379081726,2,44,220,1,89
fault15,42,0.6681491136550903,0.6148027181625366,0.6576284766197205,0.6614885330200195,0,-1,-1,0,89
fault15,43,0.7200450301170349,0.6244040727615356,0.69188392162323,0.7151680588722229,6,64,320,6,89
fault15,44,0.6822863221168518,0.6174550652503967,0.6596421003341675,0.6733378767967224,0,-1,-1,0,89
fault15,45,0.6874405145645142,0.6253423690795898,0.6601132750511169,0.6792096495628357,1,29,145,1,89
fault15,46,0.6795647740364075,0.6109937429428101,0.6610352396965027,0.6736587882041931,0,-1,-1,0,89
fault15,47,0.6876962184906006,0.6286869049072266,0.6769585609436035,0.6853050589561462,1,63,315,1,89
fault15,48,0.6479763388633728,0.6012160181999207,0.6271767020225525,0.6438062787055969,0,-1,-1,0,89
fault15,49,0.7006959915161133,0.6297584176063538,0.6800612807273865,0.693657398223877,3,1,5,1,89
fault15,50,0.7531775832176208,0.6378907561302185,0.7293180227279663,0.7439076900482178,15,71,355,14,89
fault15,51,0.6693277955055237,0.604835569858551,0.6508918404579163,0.6611430048942566,0,-1,-1,0,89
fault15,52,0.7050997614860535,0.6371145844459534,0.6788995862007141,0.7022247314453125,4,16,80,4,89
fault15,53,0.6934724450111389,0.6126084923744202,0.6697317361831665,0.6865323781967163,1,46,230,1,89
fault15,54,0.6686614751815796,0.6222358345985413,0.6518299579620361,0.6641219854354858,0,-1,-1,0,89
fault15,55,0.6865535974502563,0.6211191415786743,0.6733248829841614,0.6814576983451843,0,-1,-1,0,89
fault15,56,0.7177291512489319,0.6266371011734009,0.6947578191757202,0.7171680331230164,8,53,265,8,89
fault15,57,0.7091136574745178,0.6286115050315857,0.6810311675071716,0.6987816691398621,3,33,165,3,89
fault15,58,0.6556532979011536,0.6169171929359436,0.6432201862335205,0.6547757387161255,0,-1,-1,0,89
fault15,59,0.680565595626831,0.6228174567222595,0.6715534329414368,0.6765580177307129,0,-1,-1,0,89
fault15,60,0.6644081473350525,0.6078563332557678,0.6396844387054443,0.6563601493835449,0,-1,-1,0,89
fault15,61,0.6678669452667236,0.6044580936431885,0.6449527144432068,0.6620384454727173,0,-1,-1,0,89
fault15,62,0.6738431453704834,0.6233976483345032,0.6630799174308777,0.667768657207489,0,-1,-1,0,89
fault15,63,0.6762800216674805,0.621691107749939,0.6594388484954834,0.6668696403503418,0,-1,-1,0,89
fault15,64,0.7064896821975708,0.6461862921714783,0.6939519643783569,0.7019794583320618,7,25,125,6,89
fault15,65,0.6890345811843872,0.6314801573753357,0.6674085855484009,0.68624347448349,1,27,135,1,89
fault15,66,0.7055273056030273,0.6512206792831421,0.69561368227005,0.7023594379425049,12,23,115,5,89
fault15,67,0.7206608653068542,0.6317199468612671,0.6857719421386719,0.7184365391731262,5,44,220,4,89
fault15,68,0.6688195466995239,0.6220037341117859,0.6634482741355896,0.6683934330940247,0,-1,-1,0,89
fault15,69,0.6784972548484802,0.6265109777450562,0.6647295355796814,0.6758877635002136,0,-1,-1,0,89
fault15,70,0.6576581597328186,0.6115406155586243,0.6445258855819702,0.6556660532951355,0,-1,-1,0,89
fault15,71,0.6690641045570374,0.6218883395195007,0.6551312804222107,0.667165219783783,0,-1,-1,0,89
fault15,72,0.703127920627594,0.622031569480896,0.6793947815895081,0.6913333535194397,2,18,90,1,89
fault15,73,0.6711308360099792,0.6237876415252686,0.6645233035087585,0.6694309115409851,0,-1,-1,0,89
fault15,74,0.6881700158119202,0.6211879849433899,0.6741384267807007,0.6857813596725464,1,70,350,1,89
fault15,75,0.6992740631103516,0.6219789981842041,0.6677436828613281,0.6807541847229004,1,17,85,1,89
fault15,76,0.7168910503387451,0.6307106018066406,0.7008203268051147,0.7141216993331909,8,55,275,8,89
fault15,77,0.6988285779953003,0.6370235085487366,0.6900830268859863,0.6986598968505859,5,48,240,2,89
fault15,78,0.6609949469566345,0.6185938119888306,0.6532316207885742,0.6609483957290649,0,-1,-1,0,89
fault15,79,0.67005455493927,0.6221944689750671,0.6645865440368652,0.6696756482124329,0,-1,-1,0,89
fault15,80,0.6865581274032593,0.6474917531013489,0.6763397455215454,0.6815677285194397,0,-1,-1,0,89
fault15,81,0.6852802038192749,0.619985044002533,0.6749117374420166,0.6837261915206909,0,-1,-1,0,89
fault15,82,0.6671684980392456,0.6250826120376587,0.6598560214042664,0.6665764451026917,0,-1,-1,0,89
fault15,83,0.6764608025550842,0.6082087159156799,0.6690287590026855,0.6735145449638367,0,-1,-1,0,89
fault15,84,0.7024464011192322,0.6518946886062622,0.6941172480583191,0.7015687227249146,6,9,45,6,89
fault15,85,0.6729549765586853,0.6190233826637268,0.6563284397125244,0.6646173000335693,0,-1,-1,0,89
fault15,86,0.7170933485031128,0.6314388513565063,0.6992340087890625,0.7150425910949707,10,46,230,6,89
fault15,87,0.6609930396080017,0.5999101400375366,0.6433771848678589,0.6570958495140076,0,-1,-1,0,89
fault15,88,0.673761248588562,0.6163471341133118,0.6581379175186157,0.6712603569030762,0,-1,-1,0,89
fault15,89,0.6830068826675415,0.6275441646575928,0.673215389251709,0.6782718896865845,0,-1,-1,0,89
fault15,90,0.6801220178604126,0.627998948097229,0.6698079705238342,0.6730344295501709,0,-1,-1,0,89
fault15,91,0.6868107318878174,0.6361752152442932,0.6733676791191101,0.6803684830665588,0,-1,-1,0,89
fault15,92,0.6830259561538696,0.6301535964012146,0.6713274121284485,0.682509183883667,0,-1,-1,0,89
fault15,93,0.67488694190979,0.6277909278869629,0.6607999205589294,0.6717783212661743,0,-1,-1,0,89
fault15,94,0.7026461362838745,0.6290262341499329,0.6687551736831665,0.7023749351501465,4,18,90,4,89
fault15,95,0.6471778154373169,0.5997090339660645,0.6353147625923157,0.6452603936195374,0,-1,-1,0,89
fault15,96,0.6827749609947205,0.6299930810928345,0.6668005585670471,0.6826786994934082,0,-1,-1,0,89
fault15,97,0.685752272605896,0.6290953755378723,0.6722062826156616,0.6806440949440002,0,-1,-1,0,89
fault15,98,0.6560437083244324,0.6216848492622375,0.6473146080970764,0.6542998552322388,0,-1,-1,0,89
fault15,99,0.6850042343139648,0.6239277124404907,0.6672027707099915,0.678602933883667,0,-1,-1,0,89
fault15,100,0.6718701124191284,0.6155902743339539,0.6547318696975708,0.6718205809593201,0,-1,-1,0,89
fault15,101,0.6944623589515686,0.6334586143493652,0.6838348507881165,0.6908077597618103,3,10,50,2,89
fault15,102,0.6939738392829895,0.6402884721755981,0.6887050867080688,0.6933712959289551,6,24,120,3,89
fault15,103,0.6620255708694458,0.6147135496139526,0.6482104659080505,0.6555755138397217,0,-1,-1,0,89
fault15,104,0.6913002729415894,0.6360440850257874,0.6731076240539551,0.6852895021438599,1,50,250,1,89
fault15,105,0.6480397582054138,0.6032023429870605,0.6363525390625,0.6461783647537231,0,-1,-1,0,89
fault15,106,0.6578049063682556,0.6191319823265076,0.6532684564590454,0.6577330827713013,0,-1,-1,0,89
fault15,107,0.6569662690162659,0.6112929582595825,0.6477282643318176,0.654793381690979,0,-1,-1,0,89
fault15,108,0.683307945728302,0.6298247575759888,0.6690617203712463,0.6779677271842957,0,-1,-1,0,89
fault15,109,0.7093063592910767,0.6306012272834778,0.6864759922027588,0.6983969211578369,5,4,20,3,89
fault15,110,0.6518563628196716,0.6093979477882385,0.641355037689209,0.647355854511261,0,-1,-1,0,89
fault15,111,0.6837180852890015,0.6407737135887146,0.6737385988235474,0.6789862513542175,0,-1,-1,0,89
fault15,112,0.6889620423316956,0.6366021633148193,0.6743428707122803,0.6849159598350525,1,12,60,1,89
fault15,113,0.690553605556488,0.6210313439369202,0.6813576817512512,0.6860939264297485,1,3,15,1,89
fault15,114,0.6812394857406616,0.6314557790756226,0.6742674112319946,0.6800227761268616,0,-1,-1,0,89
fault15,115,0.6787013411521912,0.6135820746421814,0.6595268249511719,0.668172299861908,0,-1,-1,0,89
fault15,116,0.6660350561141968,0.5952683091163635,0.648856520652771,0.6622132062911987,0,-1,-1,0,89
fault15,117,0.6961960196495056,0.6229300498962402,0.6741904616355896,0.6960604190826416,2,80,400,2,89
fault15,118,0.6920366883277893,0.6258983016014099,0.674757182598114,0.6828324794769287,1,6,30,1,89
fault15,119,0.6869134902954102,0.6392837762832642,0.6667265295982361,0.6793278455734253,0,-1,-1,0,89
fault15,120,0.7327268123626709,0.6383589506149292,0.704997181892395,0.7171351909637451,10,5,25,9,89
fault15,121,0.6726966500282288,0.6241277456283569,0.6637616157531738,0.668475866317749,0,-1,-1,0,89
fault15,122,0.6932440400123596,0.6342390775680542,0.6793296337127686,0.6915665864944458,3,44,220,2,89
fault15,123,0.6702961325645447,0.6231618523597717,0.6651089191436768,0.6689633131027222,0,-1,-1,0,89
fault15,124,0.6898720860481262,0.6364530324935913,0.6786466836929321,0.6889894604682922,3,19,95,2,89
fault15,125,0.6761146783828735,0.6175869107246399,0.6596249341964722,0.6702315211296082,0,-1,-1,0,89
fault15,126,0.6868375539779663,0.6280604004859924,0.6774840354919434,0.6851181983947754,0,-1,-1,0,89
fault15,127,0.6664710640907288,0.6182098984718323,0.6536139845848083,0.6632017493247986,0,-1,-1,0,89
fault15,128,0.7114051580429077,0.6239393949508667,0.6938273310661316,0.7011759281158447,9,63,315,4,89
fault15,129,0.6766353249549866,0.6108025908470154,0.659528374671936,0.670779824256897,0,-1,-1,0,89
fault15,130,0.6790040135383606,0.608449399471283,0.6692463159561157,0.6736780405044556,0,-1,-1,0,89
fault15,131,0.7013615369796753,0.6426694393157959,0.6786677241325378,0.6991192102432251,2,62,310,2,89
fault15,132,0.6703959703445435,0.6102860569953918,0.6492034196853638,0.6699860692024231,0,-1,-1,0,89
fault15,133,0.6634731292724609,0.6159067749977112,0.6443602442741394,0.6526109576225281,0,-1,-1,0,89
fault15,134,0.6981786489486694,0.6283550262451172,0.677840530872345,0.6901960372924805,2,42,210,2,89
fault15,135,0.6708880066871643,0.6295821070671082,0.6554030179977417,0.6639136672019958,0,-1,-1,0,89
fault15,136,0.7204727530479431,0.632153332233429,0.6979499459266663,0.7115486860275269,8,28,140,7,89
fault15,137,0.6855438947677612,0.6214327812194824,0.6677711009979248,0.6809650659561157,0,-1,-1,0,89
fault15,138,0.7294647693634033,0.6497679352760315,0.7123159170150757,0.7195848226547241,15,42,210,11,89
fault15,139,0.6756430268287659,0.6130524277687073,0.6577969193458557,0.6629899144172668,0,-1,-1,0,89
fault15,140,0.6799266338348389,0.6327155828475952,0.6673128604888916,0.678744912147522,0,-1,-1,0,89
fault15,141,0.6930070519447327,0.6407105326652527,0.6800718307495117,0.691770613193512,2,63,315,2,89
fault15,142,0.6792191863059998,0.6313802599906921,0.6662453413009644,0.6763536334037781,0,-1,-1,0,89
fault15,143,0.665190577507019,0.607580304145813,0.6437633037567139,0.6524283289909363,0,-1,-1,0,89
fault15,144,0.6781582236289978,0.6036112308502197,0.6667565703392029,0.6780936121940613,0,-1,-1,0,89
fault15,145,0.6695953607559204,0.6297269463539124,0.6647435426712036,0.667816698551178,0,-1,-1,0,89
fault15,146,0.6372492909431458,0.596717119216919,0.6281338334083557,0.6326218247413635,0,-1,-1,0,89
fault15,147,0.654811441898346,0.603778064250946,0.6424352526664734,0.6521896719932556,0,-1,-1,0,89
fault15,148,0.6764493584632874,0.6170132160186768,0.6526077389717102,0.6724454760551453,0,-1,-1,0,89
fault15,149,0.7050549387931824,0.6332711577415466,0.6868429780006409,0.700950026512146,5,1,5,2,89
fault15,150,0.6761979460716248,0.6139815449714661,0.6601822972297668,0.6751165390014648,0,-1,-1,0,89
fault15,151,0.6969828009605408,0.6347827911376953,0.681839644908905,0.6872862577438354,1,66,330,1,89
fault15,152,0.6529416441917419,0.6135033369064331,0.644262433052063,0.6503821611404419,0,-1,-1,0,89
fault15,153,0.6919848918914795,0.6293699741363525,0.674328088760376,0.6830008029937744,1,16,80,1,89
fault15,154,0.690345823764801,0.6226741075515747,0.6641976237297058,0.6737390756607056,1,67,335,1,89
fault15,155,0.7061129212379456,0.6333537101745605,0.6908537745475769,0.7030981183052063,6,52,260,5,89
fault15,156,0.6604385375976562,0.6174696683883667,0.6505845785140991,0.6567896604537964,0,-1,-1,0,89
fault15,157,0.7238566279411316,0.6383602023124695,0.7080795764923096,0.7178700566291809,10,8,40,9,89
fault15,158,0.683860182762146,0.6222739815711975,0.6771249175071716,0.680216372013092,0,-1,-1,0,89
fault15,159,0.6932193040847778,0.6290051341056824,0.6773694753646851,0.6924874782562256,2,44,220,2,89
fault15,160,0.6690540909767151,0.6015263199806213,0.6576010584831238,0.668258547782898,0,-1,-1,0,89
fault15,161,0.6679856777191162,0.6136682033538818,0.6488116383552551,0.6578482985496521,0,-1,-1,0,89
fault15,162,0.7127264738082886,0.6357048153877258,0.6904720067977905,0.7045233249664307,8,71,355,5,89
fault15,163,0.6750336289405823,0.6209592223167419,0.6619095206260681,0.6738762259483337,0,-1,-1,0,89
fault15,164,0.6524368524551392,0.6027451753616333,0.6409183740615845,0.6445732116699219,0,-1,-1,0,89
fault15,165,0.7008345723152161,0.6257306933403015,0.6743894219398499,0.6982666254043579,2,19,95,1,89
fault15,166,0.673439621925354,0.614818274974823,0.6585004329681396,0.6699382066726685,0,-1,-1,0,89
fault15,167,0.6934857964515686,0.6277405619621277,0.6821163296699524,0.6927309632301331,3,3,15,1,89
fault15,168,0.6780034303665161,0.6271762251853943,0.671360969543457,0.675010085105896,0,-1,-1,0,89
fault15,169,0.6980482935905457,0.6376948952674866,0.6847138404846191,0.6961054801940918,4,13,65,3,89
fault15,170,0.6649100184440613,0.6250362992286682,0.6570215821266174,0.6633723378181458,0,-1,-1,0,89
fault15,171,0.7048323154449463,0.6130179166793823,0.6739746332168579,0.6971955895423889,3,77,385,3,89
fault15,172,0.6962578296661377,0.6169408559799194,0.6721371412277222,0.6872846484184265,1,79,395,1,89
fault15,173,0.6907789707183838,0.6491293907165527,0.678221583366394,0.6869312524795532,1,62,310,1,89
fault15,174,0.6676095724105835,0.6188250184059143,0.6579177379608154,0.6674458980560303,0,-1,-1,0,89
fault15,175,0.7431285381317139,0.6417973637580872,0.7149097919464111,0.7371920347213745,10,50,250,9,89
fault15,176,0.6830448508262634,0.6207994818687439,0.6786069869995117,0.682630717754364,0,-1,-1,0,89
fault15,177,0.7315654754638672,0.6140843033790588,0.6737536191940308,0.7054084539413452,4,85,425,4,89
fault15,178,0.6793311834335327,0.6334428787231445,0.672566831111908,0.675724446773529,0,-1,-1,0,89
fault15,179,0.6997534036636353,0.6314923763275146,0.6728613376617432,0.6816070079803467,1,53,265,1,89
fault15,180,0.6803023219108582,0.6116592884063721,0.6640822291374207,0.677280843257904,0,-1,-1,0,89
fault15,181,0.667677640914917,0.6085553169250488,0.6484623551368713,0.6609477400779724,0,-1,-1,0,89
fault15,182,0.6569628119468689,0.6211771965026855,0.6478954553604126,0.6538955569267273,0,-1,-1,0,89
fault15,183,0.6723031401634216,0.6213788390159607,0.6561906337738037,0.6668529510498047,0,-1,-1,0,89
fault15,184,0.6741166710853577,0.6203005909919739,0.6613576412200928,0.6707236766815186,0,-1,-1,0,89
fault15,185,0.7072509527206421,0.6338142156600952,0.6800112128257751,0.6934667229652405,4,1,5,2,89
fault15,186,0.7053250670433044,0.6377406716346741,0.6882848739624023,0.7008394598960876,5,60,300,4,89
fault15,187,0.6943719387054443,0.626259982585907,0.6768956780433655,0.6817933917045593,1,20,100,1,89
fault15,188,0.6948823928833008,0.6333441734313965,0.6878213882446289,0.6918578147888184,6,26,130,3,89
fault15,189,0.6865491271018982,0.6245322227478027,0.6648682355880737,0.6772859692573547,0,-1,-1,0,89
