type,simulationRun,window_idx,global_score,top1,top3_mean,top5_mean,top10_mean
normal,4,43,0.5962539911270142,1.1822007894515991,1.067156195640564,1.0282994508743286,0.9688795208930969
normal,4,44,0.6124164462089539,1.1261699199676514,1.047838807106018,1.0135502815246582,0.9542165994644165
normal,4,45,0.6101436614990234,1.1555428504943848,1.0633989572525024,1.0391194820404053,0.9839898347854614
normal,4,46,0.6191141605377197,1.1687121391296387,1.0906416177749634,1.0684162378311157,1.0120995044708252
normal,4,47,0.6369530558586121,1.3190736770629883,1.2028220891952515,1.151611328125,1.066571831703186
normal,4,48,0.6234999299049377,1.3748970031738281,1.228810429573059,1.1713173389434814,1.0593396425247192
normal,4,49,0.6264321208000183,1.5220355987548828,1.315181851387024,1.2174140214920044,1.0818870067596436
normal,4,50,0.6323601603507996,1.552054762840271,1.3235646486282349,1.2428288459777832,1.1486752033233643
normal,4,51,0.6285369396209717,1.3738925457000732,1.2407983541488647,1.1706323623657227,1.0848021507263184
normal,4,52,0.6345733404159546,1.4200278520584106,1.2808128595352173,1.1992334127426147,1.0816099643707275
normal,4,53,0.6298946142196655,1.3894027471542358,1.2437829971313477,1.171096682548523,1.0798115730285645
normal,4,54,0.6210654973983765,1.391398549079895,1.211875081062317,1.1320581436157227,1.0555295944213867
normal,4,55,0.6291337609291077,1.390907883644104,1.2212638854980469,1.1520822048187256,1.075507402420044
normal,4,56,0.615286111831665,1.3716319799423218,1.2143958806991577,1.147599458694458,1.0665236711502075
normal,4,57,0.6169956922531128,1.3247101306915283,1.2100626230239868,1.1506468057632446,1.0623201131820679
normal,4,58,0.6094353199005127,1.24545419216156,1.1580525636672974,1.1215814352035522,1.0527862310409546
normal,4,59,0.6020607948303223,1.0622209310531616,1.05790376663208,1.0312974452972412,0.963767409324646
normal,4,60,0.599942147731781,1.059532642364502,1.054674506187439,1.0465037822723389,0.9685667753219604
normal,4,61,0.630720853805542,1.0929704904556274,1.0773063898086548,1.0688940286636353,1.0206284523010254
normal,4,62,0.6120606064796448,1.0724900960922241,1.0681780576705933,1.0429561138153076,0.973643958568573
normal,4,63,0.626007080078125,1.1664681434631348,1.1075493097305298,1.0458110570907593,0.9660156965255737
normal,4,64,0.6368889212608337,1.0537910461425781,1.0417076349258423,1.0094101428985596,0.962591290473938
normal,4,65,0.6336377263069153,1.194993019104004,1.1437872648239136,1.0912736654281616,1.00154447555542
normal,4,66,0.6506649851799011,1.1729816198349,1.113407015800476,1.0922927856445312,1.0298649072647095
normal,4,67,0.648466944694519,1.1399307250976562,1.1114319562911987,1.0800011157989502,1.003879189491272
normal,4,68,0.6567002534866333,1.3558892011642456,1.2349214553833008,1.174560308456421,1.0635268688201904
normal,4,69,0.6612781286239624,1.519860029220581,1.258394718170166,1.185724139213562,1.080326795578003
normal,4,70,0.6353845596313477,1.4747227430343628,1.2649857997894287,1.1900959014892578,1.0801116228103638
normal,4,71,0.6398206949234009,1.577199935913086,1.2834919691085815,1.1781575679779053,1.0793101787567139
normal,4,72,0.6621602773666382,1.6229158639907837,1.314249038696289,1.2231781482696533,1.1152799129486084
normal,4,73,0.6402469873428345,1.5190234184265137,1.252883791923523,1.1769338846206665,1.0832446813583374
normal,4,74,0.64378821849823,1.4938331842422485,1.2506403923034668,1.1681526899337769,1.056656002998352
normal,4,75,0.616637110710144,1.5445013046264648,1.317542552947998,1.1919480562210083,1.0567829608917236
normal,4,76,0.6038006544113159,1.4889415502548218,1.2143558263778687,1.1442883014678955,1.0343117713928223
normal,4,77,0.61350417137146,1.5571702718734741,1.2567192316055298,1.1811916828155518,1.0654977560043335
normal,4,78,0.6051214933395386,1.4553955793380737,1.2763986587524414,1.1916844844818115,1.074061393737793
normal,4,79,0.6127933859825134,1.3636749982833862,1.2356514930725098,1.166248083114624,1.0708179473876953
normal,4,80,0.5984207391738892,1.3907444477081299,1.1483858823776245,1.076206922531128,1.0016920566558838
normal,4,81,0.610845685005188,1.5302679538726807,1.2523654699325562,1.1428461074829102,1.0384156703948975
normal,4,82,0.6017120480537415,1.4977569580078125,1.2580064535140991,1.1708558797836304,1.0568581819534302
normal,4,83,0.6079267263412476,1.4544535875320435,1.2102245092391968,1.1281859874725342,1.0151596069335938
normal,4,84,0.6040980815887451,1.4120655059814453,1.135648488998413,1.0568140745162964,0.9793415069580078
normal,4,85,0.6089348196983337,1.573120355606079,1.1957513093948364,1.114020824432373,1.0263676643371582
normal,4,86,0.6026763319969177,1.5848603248596191,1.2267800569534302,1.146695852279663,1.0498597621917725
normal,4,87,0.6058069467544556,1.4135522842407227,1.1697717905044556,1.0955657958984375,1.0091681480407715
normal,4,88,0.6073566675186157,1.4932957887649536,1.1918302774429321,1.1029305458068848,1.00086510181427
normal,13,0,0.5852268934249878,1.2520602941513062,1.239789366722107,1.2163190841674805,1.1057075262069702
normal,13,1,0.6064911484718323,1.3527530431747437,1.2732818126678467,1.1972334384918213,1.0977853536605835
normal,13,2,0.6181043386459351,1.3286843299865723,1.2811203002929688,1.1896374225616455,1.0923433303833008
normal,13,3,0.6017289161682129,1.388106107711792,1.2913321256637573,1.197603464126587,1.0898692607879639
normal,13,4,0.6038858294487,1.3499102592468262,1.2503465414047241,1.1678344011306763,1.081581950187683
normal,13,5,0.5970526933670044,1.2682313919067383,1.1933887004852295,1.1237235069274902,1.0294370651245117
normal,13,6,0.5967507362365723,1.1357967853546143,1.095802903175354,1.0542917251586914,1.0030927658081055
normal,13,7,0.6098887920379639,1.0856505632400513,1.0739349126815796,1.049781084060669,0.991385817527771
normal,13,8,0.6298485994338989,1.2186640501022339,1.1538411378860474,1.1154533624649048,1.048696756362915
normal,13,9,0.6260525584220886,1.127180576324463,1.1192768812179565,1.1088629961013794,1.0466642379760742
normal,13,10,0.630355715751648,1.2089192867279053,1.163277268409729,1.1235544681549072,1.0457288026809692
normal,13,11,0.6375108361244202,1.1932779550552368,1.1358152627944946,1.1123144626617432,1.0418870449066162
normal,13,12,0.6325088143348694,1.1171537637710571,1.1158558130264282,1.097913384437561,1.0454142093658447
normal,13,13,0.6265726685523987,1.1661123037338257,1.1094353199005127,1.0924956798553467,1.052929401397705
normal,13,14,0.6115460991859436,1.191933274269104,1.1352007389068604,1.0984137058258057,1.0512171983718872
normal,13,15,0.6159961223602295,1.2335140705108643,1.1827341318130493,1.1460533142089844,1.0636885166168213
normal,13,16,0.6176776885986328,1.2291159629821777,1.1805421113967896,1.1496326923370361,1.0796022415161133
normal,13,17,0.5954682230949402,1.2256364822387695,1.147707462310791,1.1254122257232666,1.0545698404312134
normal,13,18,0.5932790040969849,1.3828938007354736,1.2482852935791016,1.1995303630828857,1.0767278671264648
normal,13,19,0.5805497765541077,1.2366231679916382,1.1700376272201538,1.1510319709777832,1.0560137033462524
normal,13,20,0.5776995420455933,1.2545632123947144,1.1076306104660034,1.0669037103652954,0.9772594571113586
normal,13,21,0.5860838890075684,1.2519584894180298,1.134474515914917,1.0906074047088623,0.9929708242416382
normal,13,22,0.5659114718437195,1.215932011604309,1.1368895769119263,1.1036142110824585,1.0187790393829346
normal,13,23,0.5761440992355347,1.4636907577514648,1.1951066255569458,1.1124267578125,1.0070278644561768
normal,13,24,0.5890364050865173,1.525168538093567,1.3319545984268188,1.2369107007980347,1.0871517658233643
normal,13,25,0.5854917764663696,1.4702914953231812,1.268012285232544,1.1830838918685913,1.0787923336029053
normal,13,26,0.58502197265625,1.49449622631073,1.2258888483047485,1.1675348281860352,1.0578230619430542
normal,13,27,0.580836832523346,1.3408775329589844,1.198182463645935,1.1224992275238037,1.0394843816757202
normal,13,28,0.5988985300064087,1.4112441539764404,1.3001995086669922,1.2164698839187622,1.0946433544158936
normal,13,29,0.5999789834022522,1.4572960138320923,1.310580849647522,1.2382014989852905,1.1318241357803345
normal,13,30,0.6005247831344604,1.4210675954818726,1.3351999521255493,1.2464348077774048,1.1302748918533325
normal,13,31,0.5930415391921997,1.4149951934814453,1.3495526313781738,1.270756721496582,1.1451051235198975
normal,13,32,0.605554461479187,1.4807101488113403,1.3928014039993286,1.3004157543182373,1.1849180459976196
normal,13,33,0.6006799340248108,1.376715898513794,1.2875332832336426,1.243349313735962,1.1478759050369263
normal,13,34,0.5826860070228577,1.3988813161849976,1.2693251371383667,1.2010869979858398,1.1178127527236938
normal,13,35,0.5723375082015991,1.40107262134552,1.27520751953125,1.1936177015304565,1.0933021306991577
normal,13,36,0.5518019199371338,1.2657060623168945,1.1182628870010376,1.0605882406234741,1.0130269527435303
normal,13,37,0.5485082268714905,1.250649333000183,1.0955575704574585,1.0341516733169556,0.9779376983642578
normal,13,38,0.5479658842086792,1.2753627300262451,1.1062462329864502,1.0481679439544678,0.9666597247123718
normal,13,39,0.561130940914154,1.0346533060073853,0.9852272868156433,0.9654051661491394,0.9315892457962036
normal,13,40,0.5761786699295044,1.2325843572616577,1.0808956623077393,1.0341169834136963,0.9726349711418152
normal,13,41,0.5872470140457153,1.2189288139343262,1.0834780931472778,1.0267006158828735,0.9763301610946655
normal,13,42,0.594475507736206,1.175492763519287,1.1076041460037231,1.061535120010376,0.9993165135383606
normal,13,43,0.5882914066314697,1.128337025642395,1.1019965410232544,1.0797041654586792,1.0212513208389282
normal,13,44,0.6260220408439636,1.2585399150848389,1.2053614854812622,1.174230933189392,1.1060397624969482
normal,13,45,0.6296431422233582,1.3609144687652588,1.250003457069397,1.2024071216583252,1.116272211074829
normal,13,46,0.6345856785774231,1.3489090204238892,1.303871512413025,1.2541835308074951,1.1425799131393433
normal,13,47,0.6368737816810608,1.4633429050445557,1.3206431865692139,1.2706186771392822,1.199914574623108
normal,13,48,0.6512606143951416,1.3685382604599,1.2946749925613403,1.2584679126739502,1.195321798324585
normal,13,49,0.671138346195221,1.3335680961608887,1.3225561380386353,1.287815809249878,1.196150779724121
normal,13,50,0.6645622849464417,1.340380072593689,1.3044264316558838,1.2590372562408447,1.148702621459961
normal,13,51,0.6529107689857483,1.3170511722564697,1.2696903944015503,1.2231332063674927,1.1123573780059814
normal,13,52,0.6499277949333191,1.3101922273635864,1.2230371236801147,1.1616547107696533,1.0797806978225708
normal,13,53,0.6132360696792603,1.2966774702072144,1.2265071868896484,1.1790411472320557,1.0530598163604736
normal,13,54,0.6114112734794617,1.3100312948226929,1.2636442184448242,1.1991405487060547,1.0671215057373047
normal,13,55,0.6124559640884399,1.237526535987854,1.2091145515441895,1.1629927158355713,1.0669870376586914
normal,13,56,0.6001103520393372,1.317919135093689,1.196762204170227,1.1549344062805176,1.033437967300415
normal,13,57,0.5816718339920044,1.2128589153289795,1.210371494293213,1.148982286453247,1.0420901775360107
normal,13,58,0.5884907245635986,1.2591632604599,1.2275062799453735,1.1618536710739136,1.0236704349517822
normal,13,59,0.5920215249061584,1.357649326324463,1.2194589376449585,1.1438210010528564,1.0236709117889404
normal,13,60,0.5775456428527832,1.308706283569336,1.1924716234207153,1.1206132173538208,1.0024231672286987
normal,13,61,0.5762506723403931,1.2065043449401855,1.202778697013855,1.1287273168563843,1.012459635734558
normal,13,62,0.5884063243865967,1.2962960004806519,1.2477967739105225,1.1920320987701416,1.0868891477584839
normal,13,63,0.5958295464515686,1.3654273748397827,1.2854257822036743,1.21432363986969,1.117068886756897
normal,13,64,0.5929369926452637,1.3537567853927612,1.2869850397109985,1.2316398620605469,1.1271083354949951
normal,13,65,0.6066030859947205,1.3720422983169556,1.3351831436157227,1.2497485876083374,1.1383469104766846
normal,13,66,0.6161843538284302,1.4794963598251343,1.3084641695022583,1.2597846984863281,1.1322543621063232
normal,13,67,0.6096535325050354,1.3655893802642822,1.291446328163147,1.2402923107147217,1.1355948448181152
normal,13,68,0.6145275235176086,1.392852783203125,1.3566769361495972,1.283774733543396,1.1583054065704346
normal,13,69,0.6164270639419556,1.3590866327285767,1.3428534269332886,1.2947534322738647,1.1341094970703125
normal,13,70,0.619756281375885,1.3313065767288208,1.2951351404190063,1.2314798831939697,1.108083724975586
normal,13,71,0.6045940518379211,1.4762502908706665,1.2541104555130005,1.2014182806015015,1.0902291536331177
normal,13,72,0.6226118803024292,1.5116320848464966,1.248910903930664,1.1954656839370728,1.1338318586349487
normal,13,73,0.6428543925285339,1.5504955053329468,1.2953627109527588,1.207248568534851,1.1217796802520752
normal,13,74,0.6309106349945068,1.3761597871780396,1.2195841073989868,1.1488096714019775,1.0611592531204224
normal,13,75,0.6253795027732849,1.2910377979278564,1.1580537557601929,1.127285361289978,1.0613577365875244
normal,13,76,0.640564501285553,1.1866041421890259,1.1683870553970337,1.1376842260360718,1.0764456987380981
normal,13,77,0.6363081336021423,1.2013051509857178,1.1320768594741821,1.1059472560882568,1.05845308303833
normal,13,78,0.62494957447052,1.1784354448318481,1.1378142833709717,1.1179288625717163,1.0646384954452515
normal,13,79,0.6203082799911499,1.1151354312896729,1.1119636297225952,1.1082216501235962,1.069877028465271
normal,13,80,0.6131361722946167,1.2756441831588745,1.1995905637741089,1.146836519241333,1.0734530687332153
normal,13,81,0.619023323059082,1.219617247581482,1.1758960485458374,1.142279863357544,1.0762102603912354
normal,13,82,0.6286211609840393,1.3530142307281494,1.2210115194320679,1.1803309917449951,1.1163628101348877
normal,13,83,0.6274541616439819,1.146490454673767,1.1446737051010132,1.141131043434143,1.0919883251190186
normal,13,84,0.6276713609695435,1.1861196756362915,1.1609524488449097,1.1392959356307983,1.0983608961105347
normal,13,85,0.6010587215423584,1.257072925567627,1.1983776092529297,1.1740684509277344,1.1036694049835205
normal,13,86,0.6045818328857422,1.278692603111267,1.269431233406067,1.1954014301300049,1.1128666400909424
normal,13,87,0.6030820608139038,1.3655885457992554,1.2662063837051392,1.2017735242843628,1.099834680557251
normal,13,88,0.6045172810554504,1.317798376083374,1.2316237688064575,1.1713361740112305,1.0582654476165771
normal,14,0,0.5730910897254944,1.6369773149490356,1.3627249002456665,1.260443925857544,1.1487138271331787
normal,14,1,0.5877083539962769,1.5123480558395386,1.3857225179672241,1.2854715585708618,1.1580438613891602
normal,14,2,0.6064773797988892,1.5192095041275024,1.3948935270309448,1.3336231708526611,1.1922310590744019
normal,14,3,0.6164476871490479,1.429458737373352,1.4028071165084839,1.3370319604873657,1.2036240100860596
normal,14,4,0.600910484790802,1.45842444896698,1.3405054807662964,1.2768748998641968,1.1554839611053467
normal,14,5,0.6156233549118042,1.3325275182724,1.3071056604385376,1.2553917169570923,1.1543481349945068
normal,14,6,0.62073814868927,1.4165583848953247,1.313578724861145,1.2376959323883057,1.1374644041061401
normal,14,7,0.6316862106323242,1.2830208539962769,1.2616714239120483,1.2363907098770142,1.161488652229309
normal,14,8,0.6236846446990967,1.2570194005966187,1.2338643074035645,1.1909734010696411,1.154056429862976
normal,14,9,0.6292540431022644,1.3530571460723877,1.2550358772277832,1.2151734828948975,1.1511598825454712
normal,14,10,0.6273089051246643,1.4541306495666504,1.3396917581558228,1.2515604496002197,1.173832654953003
normal,14,11,0.6448425650596619,1.409842610359192,1.3599025011062622,1.2973607778549194,1.2013988494873047
normal,14,12,0.6415243148803711,1.4385709762573242,1.3530683517456055,1.268477201461792,1.1596038341522217
normal,14,13,0.6333271265029907,1.2993725538253784,1.2822346687316895,1.2101714611053467,1.1340159177780151
normal,14,14,0.6243126392364502,1.2649381160736084,1.2472819089889526,1.1887691020965576,1.1121281385421753
normal,14,15,0.6166757941246033,1.2505598068237305,1.241693377494812,1.1734763383865356,1.0923935174942017
normal,14,16,0.6309265494346619,1.3172402381896973,1.3105782270431519,1.253293752670288,1.1588181257247925
normal,14,17,0.6247107982635498,1.3474489450454712,1.342172622680664,1.2619030475616455,1.1448447704315186
normal,14,18,0.6163644790649414,1.3737705945968628,1.326968789100647,1.2708579301834106,1.1456143856048584
normal,14,19,0.6311413049697876,1.2787331342697144,1.252905249595642,1.222774863243103,1.1296437978744507
normal,14,20,0.6309559345245361,1.2329137325286865,1.16037917137146,1.1397258043289185,1.0941685438156128
normal,14,21,0.6199249625205994,1.360733985900879,1.2109407186508179,1.1790945529937744,1.1084177494049072
normal,14,22,0.6037229895591736,1.2926485538482666,1.2183018922805786,1.1807701587677002,1.0861468315124512
normal,14,23,0.5910570621490479,1.3574936389923096,1.2440496683120728,1.1737008094787598,1.0654960870742798
normal,14,24,0.5959400534629822,1.4566878080368042,1.2791074514389038,1.1867883205413818,1.084527611732483
normal,14,25,0.6134307980537415,1.4799021482467651,1.2837332487106323,1.1964094638824463,1.0921951532363892
normal,14,26,0.6076558828353882,1.4678682088851929,1.2314847707748413,1.161597728729248,1.0748169422149658
normal,14,27,0.613736093044281,1.4041169881820679,1.2453875541687012,1.1804261207580566,1.0750494003295898
normal,14,28,0.6095033884048462,1.4173877239227295,1.234549641609192,1.1555891036987305,1.069018840789795
normal,14,29,0.6113276481628418,1.404608964920044,1.33039128780365,1.2190475463867188,1.1050554513931274
normal,14,30,0.6268371343612671,1.4140926599502563,1.4101934432983398,1.2936856746673584,1.1540031433105469
normal,14,31,0.607759416103363,1.4034321308135986,1.3677109479904175,1.2669756412506104,1.1080015897750854
normal,14,32,0.5918530225753784,1.2897158861160278,1.241773009300232,1.1844494342803955,1.0732321739196777
normal,14,33,0.590991199016571,1.2291566133499146,1.195975661277771,1.1431045532226562,1.049471139907837
normal,14,34,0.5910987257957458,1.2338366508483887,1.2192202806472778,1.1405425071716309,1.0576605796813965
normal,14,35,0.5881667733192444,1.2415735721588135,1.1931365728378296,1.1422288417816162,1.0385230779647827
normal,14,36,0.5988419651985168,1.3031370639801025,1.2425445318222046,1.1782329082489014,1.061118721961975
normal,14,37,0.6087011694908142,1.2835371494293213,1.2577447891235352,1.1966116428375244,1.087981939315796
normal,14,38,0.6227620840072632,1.432783842086792,1.3409303426742554,1.2524831295013428,1.1384572982788086
normal,14,39,0.6095906496047974,1.1962207555770874,1.1942834854125977,1.1663305759429932,1.074110746383667
normal,14,40,0.6151031255722046,1.8561122417449951,1.4521981477737427,1.3255369663238525,1.1547088623046875
normal,14,41,0.6112284064292908,1.6843453645706177,1.2645397186279297,1.1739495992660522,1.0862470865249634
normal,14,42,0.6005931496620178,1.8936585187911987,1.3551632165908813,1.225993037223816,1.0993316173553467
normal,14,43,0.6065860986709595,1.7787458896636963,1.3560256958007812,1.2448418140411377,1.1192371845245361
normal,14,44,0.6257132887840271,1.6102713346481323,1.3248168230056763,1.2404563426971436,1.154605507850647
normal,14,45,0.6250947713851929,1.6324394941329956,1.3612595796585083,1.2724546194076538,1.1808520555496216
normal,14,46,0.6553490161895752,1.6549588441848755,1.37541925907135,1.3028552532196045,1.2001430988311768
normal,14,47,0.6478224396705627,1.4503477811813354,1.3244047164916992,1.2722609043121338,1.1987764835357666
normal,14,48,0.6412249207496643,1.4093520641326904,1.317456603050232,1.2649303674697876,1.1718218326568604
normal,14,49,0.6254130005836487,1.2929857969284058,1.2762030363082886,1.2297801971435547,1.132470726966858
normal,14,50,0.626779317855835,1.2773452997207642,1.2485917806625366,1.1945374011993408,1.1217563152313232
normal,14,51,0.6176080107688904,1.3514742851257324,1.2962886095046997,1.227523684501648,1.1294746398925781
normal,14,52,0.6402765512466431,1.295587182044983,1.2813116312026978,1.2270292043685913,1.1446552276611328
normal,14,53,0.6483975052833557,1.4419225454330444,1.4113470315933228,1.3206608295440674,1.1949894428253174
normal,14,54,0.6596116423606873,1.5614802837371826,1.4400659799575806,1.3338161706924438,1.1980301141738892
normal,14,55,0.6657439470291138,1.5409307479858398,1.4244939088821411,1.3396906852722168,1.2077769041061401
normal,14,56,0.6500173807144165,1.5030778646469116,1.3506120443344116,1.2632701396942139,1.154998540878296
normal,14,57,0.6455125212669373,1.3661354780197144,1.3090251684188843,1.247611403465271,1.1516129970550537
normal,14,58,0.6320582032203674,1.3360096216201782,1.2804416418075562,1.2259736061096191,1.1285157203674316
normal,14,59,0.6353766322135925,1.311585783958435,1.2740856409072876,1.2053940296173096,1.1318933963775635
normal,14,60,0.6224380135536194,1.3194091320037842,1.2362455129623413,1.192660927772522,1.115978479385376
normal,14,61,0.6408469676971436,1.3154661655426025,1.2949494123458862,1.2187557220458984,1.1393762826919556
normal,14,62,0.6570501327514648,1.4514522552490234,1.3294892311096191,1.253692388534546,1.165074348449707
normal,14,63,0.6323702931404114,1.3669681549072266,1.299936056137085,1.2511403560638428,1.1357402801513672
normal,14,64,0.630462646484375,1.4016072750091553,1.2872340679168701,1.2206577062606812,1.1119619607925415
normal,14,65,0.6394815444946289,1.3812450170516968,1.2502580881118774,1.1709789037704468,1.0948383808135986
normal,14,66,0.6378005743026733,1.333051085472107,1.2383092641830444,1.2054861783981323,1.1126163005828857
normal,14,67,0.6368199586868286,1.2831625938415527,1.1894493103027344,1.1480357646942139,1.091117262840271
normal,14,68,0.635604202747345,1.233679175376892,1.2047418355941772,1.1532552242279053,1.0726406574249268
normal,14,69,0.6483535170555115,1.1421973705291748,1.1418805122375488,1.1215894222259521,1.0646275281906128
normal,14,70,0.6755770444869995,1.2680143117904663,1.2343723773956299,1.1898789405822754,1.1112362146377563
normal,14,71,0.6749850511550903,1.2526484727859497,1.2440333366394043,1.1821529865264893,1.099255919456482
normal,14,72,0.6614114046096802,1.1579985618591309,1.155065894126892,1.1480622291564941,1.101991057395935
normal,14,73,0.6471723914146423,1.202608346939087,1.185214638710022,1.1474841833114624,1.0872647762298584
normal,14,74,0.6480350494384766,1.1576071977615356,1.1487393379211426,1.1242305040359497,1.0795464515686035
normal,14,75,0.6215269565582275,1.247148871421814,1.1858415603637695,1.1575920581817627,1.0972473621368408
normal,14,76,0.6262404322624207,1.2194081544876099,1.140832543373108,1.107857346534729,1.0545448064804077
normal,14,77,0.6153017282485962,1.230986475944519,1.163030743598938,1.1009113788604736,1.0281094312667847
normal,14,78,0.5705118775367737,1.2789911031723022,1.1904065608978271,1.102637529373169,1.0029270648956299
normal,14,79,0.5959126949310303,1.3279125690460205,1.2230561971664429,1.1419410705566406,1.0465850830078125
normal,14,80,0.5961772203445435,1.3063777685165405,1.1941412687301636,1.1369388103485107,1.057767391204834
normal,14,81,0.5742964148521423,1.292833924293518,1.1466337442398071,1.075433373451233,1.0044755935668945
normal,14,82,0.5610854625701904,1.239287257194519,1.1623449325561523,1.0962965488433838,1.0142011642456055
normal,14,83,0.5614075064659119,1.2722328901290894,1.1549559831619263,1.073960304260254,0.9853404760360718
normal,14,84,0.5640601515769958,1.3125163316726685,1.1999400854110718,1.0968892574310303,0.9857474565505981
normal,14,85,0.5736299157142639,1.3177204132080078,1.1829562187194824,1.0939074754714966,0.9844447374343872
normal,14,86,0.5730507969856262,1.293493628501892,1.2088943719863892,1.1243209838867188,1.0084943771362305
normal,14,87,0.5671963095664978,1.1110950708389282,1.0945830345153809,1.070870280265808,0.9770898818969727
normal,14,88,0.5655755400657654,1.093034267425537,1.082804799079895,1.0597763061523438,0.9769749641418457
normal,16,0,0.6291999816894531,1.3596599102020264,1.296308994293213,1.2256457805633545,1.128993272781372
normal,16,1,0.6478152871131897,1.4798742532730103,1.3317240476608276,1.251704454421997,1.1295545101165771
normal,16,2,0.6653851866722107,1.5089454650878906,1.4058037996292114,1.321997046470642,1.1628334522247314
normal,16,3,0.6374327540397644,1.4858323335647583,1.341902732849121,1.2896552085876465,1.1374092102050781
normal,16,4,0.6426409482955933,1.513423204421997,1.3549672365188599,1.2783704996109009,1.1386240720748901
normal,16,5,0.6337365508079529,1.5094497203826904,1.3252145051956177,1.2529418468475342,1.1265974044799805
